chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
2653,7,716,2024-05-07 22:19:31.945195,3,"and he has really helped them right now have this lead.

Third and 10. Open. Kelce somehow left alone. Warner brings him down, but it's a big first down for the Chiefs.

Well, they send pressure. A five man rush.",03:15:45.000586,03:16:00.000183,SPORTS_BROADCASTING,0,0,,
2654,7,717,2024-05-07 22:19:31.962269,3," Problem is the miscommunication and this was actually becauseaccidentally came, and went to the other side incorrectly and Warner had no help inside. Good throw. But all the motions",03:16:00.000184,03:16:15.000054,SPORTS_BROADCASTING,0,0,,
2655,7,718,2024-05-07 22:19:31.982188,3,"and the things that happened that make it hard on teams.
And that's what happened there.

You see Mahomes, the only way he knew it was complete was to look at the board as his back was to the play as he was tumbling down.

I've done that a few times. Just sit there and look at the board.",03:16:15.000055,03:16:30.000078,SPORTS_BROADCASTING,0,0,,
2656,7,719,2024-05-07 22:19:32.001257,3," You don't have to waste all that energy.

Snap.Mahomes resets. Fires. Incomplete. Almost into the hands though, of Brown who had that interception to start the third quarter.

And this is on Creed Humphrey, the center. He just sends",03:16:30.000079,03:16:45.000334,SPORTS_BROADCASTING,0,0,,
2657,7,720,2024-05-07 22:19:32.018392,3,it back low and this is so uncharacteristic of this Chiefs team to have this many little things. Right? They've played such clean games in the playoffs. It's almost like they did this stuff this year but they shut it off when they,03:16:45.000335,03:17:00.000485,SPORTS_BROADCASTING,0,0,,
2658,7,721,2024-05-07 22:19:32.038894,3,"got to the playoffs with the championship DNA, but it's back now.

They're fortunate they had to end up just an incompletion.

And second and 10 with nine minutes to go. Open. Wide open.It's Watson",03:17:00.000486,03:17:15.000476,SPORTS_BROADCASTING,0,0,,
2659,7,722,2024-05-07 22:19:32.054849,3,"bounced out near the 20.This is just a great job by Mahomes of. They're trying to disguise it as single coverage, which means you got deep, you got deep, but at the end, you're going to see them roll back and Mahomes, if they get",03:17:15.000477,03:17:31.000953,SPORTS_BROADCASTING,0,0,,
2660,7,723,2024-05-07 22:19:32.073936,3,"into a cover to look like that, it's a high lob out there. That's the soft spot. Outstanding job. Good job by San Francisco trying to disguise it, but you can't get behind Mahomes anymore.He's in that nice sweet spot of knowing the game and athleticism.

And in rhythm too.",03:17:31.000954,03:17:45.000548,SPORTS_BROADCASTING,0,0,,
2661,7,724,2024-05-07 22:19:32.084912,3, He's got three tight ends on the field for this play. And there's a toss to Pacheco. Looking for an opening. He found one. There wasn't a whole lot there. He picked up eight out of that,03:17:45.000549,03:18:00.000229,SPORTS_BROADCASTING,0,0,,
2662,7,725,2024-05-07 22:19:32.103808,3,"and I mentioned all those tight ends, Noah Gray and Blake Bell were both on that side to help a little bit.

And this is where teams took advantage. Green Bay. It's a pin pull. One guy blocks down. You get guys on the edge and that wide gap, Jim,",03:18:00.000230,03:18:15.000691,SPORTS_BROADCASTING,0,0,,
2663,7,726,2024-05-07 22:19:32.125981,3,"to step outside the tight end, that was where teams had success against this Niners' D. They tried it a little bit early. The Niners were prepared for it a little bit. But good job by them coming right back to it.

Second and one,",03:18:15.000692,03:18:30.000444,SPORTS_BROADCASTING,0,0,,
2664,7,727,2024-05-07 22:19:32.155487,3,"12 yards out. Pachecoagain up the middle, down to about the four. There was aby Pacheco. First and goal to go after that eight-yard pick up.

What an outstanding job",03:18:30.000445,03:18:45.000216,SPORTS_BROADCASTING,0,0,,
2665,7,728,2024-05-07 22:19:32.182495,3,"by your right guard.You're gonna see him come right here. And then from there, there goes Pacheco right hitting that hole.But really, that's all Trey Smith, an outstanding guard, one of the best in the National Football League.

And Noah Gray for",03:18:45.000217,03:19:00.000452,SPORTS_BROADCASTING,0,0,,
2666,7,729,2024-05-07 22:19:32.196604,3,"the second straight play, also with a pivotal block. First and goal at the four. Trying to regain the lead. Hand off. Pacheco",03:19:00.000453,03:19:15.000473,SPORTS_BROADCASTING,0,0,,
2667,7,730,2024-05-07 22:19:32.215496,3,"for one.

Armstead did an incredible job. Bosa as well, of creating a new gap. Displacing the offensive players, which usually",03:19:15.000474,03:19:30.000701,SPORTS_BROADCASTING,0,0,,
2668,7,731,2024-05-07 22:19:32.235426,3,"is the opposite but Andy Reid is one of those coaches, Jim. It always has a unique flavor play, right? One trick play, something in the red zone that he's been studying for two weeks or maybe a month.

Sometimes right here inside the five, too.",03:19:30.000702,03:19:45.000578,SPORTS_BROADCASTING,0,0,,
2669,7,732,2024-05-07 22:19:32.254306,3," Second andgoal from the gun with time. Mahomes able to escape Bosa. Fires it. Incomplete.Rice was the target.

And this was almost gonna be that",03:19:45.000579,03:20:00.000480,SPORTS_BROADCASTING,0,0,,
2670,7,733,2024-05-07 22:19:32.270415,3,"time that you were undisciplined, Bosa, I mean,it's great effort. But watch right here, Bosa. Remember I talked about, you cannot let him get outside of this. You gotta make him go east and west. Don't go inside and you attack him there.",03:20:00.000481,03:20:15.000147,SPORTS_BROADCASTING,0,0,,
2671,7,734,2024-05-07 22:19:32.284406,3,Now he has his the ability,03:20:15.000148,03:20:15.000650,SPORTS_BROADCASTING,0,0,,
2672,7,735,2024-05-07 22:19:32.298404,3,"to move his body weight forward and they're lucky, Flannigan-Fowles got his hands on it right here and now you got a third and goal with six and a half to go. Down three.",03:20:15.000651,03:20:30.000095,SPORTS_BROADCASTING,0,0,,
2673,7,736,2024-05-07 22:19:32.314520,3," Going empty. Looking left. Looking, looking. Rolling out. Mahomesin trouble and he's taken down at the six.It's Hargrave.

The effort on this D line, Hargrave gives everything",03:20:30.000096,03:20:45.000142,SPORTS_BROADCASTING,0,0,,
2674,7,737,2024-05-07 22:19:32.333408,3,"he has, but Bosa is well to keep that line I talk about. He cannot get outside that line going forward. Looks to the left, comes back. Warner, by the time he moves around, but this was all the rush lane discipline. That's where he was looking right there.",03:20:45.000143,03:21:01.000972,SPORTS_BROADCASTING,0,0,,
2675,7,738,2024-05-07 22:19:32.358467,3,"Good pass off.

Lenoir had airtight coverage.

Yeah, but right there, he makes him go back inside, Jim. Doesn't want him to keep extending.

Hargrave, who lost in the Super Bowl last year to the Chiefs playing for the Eagles, makes that stop",03:21:01.000973,03:21:15.000012,SPORTS_BROADCASTING,0,0,,
2676,7,739,2024-05-07 22:19:32.377456,3,"and he brings out Butker now to try to tie it from 24 yards and it is knotted at 16.

And huge drive by Kansas City, big stop to hold the three.We got ourselves a finish in the Super Bowl. I know you like that.",03:21:15.000013,03:21:31.000438,SPORTS_BROADCASTING,0,0,,
2677,7,740,2024-05-07 22:19:32.403357,3,"

This is it. One play. This is what we thought.

Quick question. Student body math proficiency. Wouldwe say it's good, fair, satisfactory?

What?

Like, a percentage if you had to guess.

Get out of here. Get off the field, man.

Understood.",03:21:31.000439,03:21:45.000299,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,03:21:32.000000,4
2678,7,741,2024-05-07 22:19:32.430196,3,"

Security!

Hey, grab him.

Great student teacher ratio.

Security, please report to the field.

Darcy, we have got to go. We have got to go.We bring you the real in-depth school info.

What were you thinking?

I don't know,",03:21:45.000300,03:22:00.000373,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2679,7,742,2024-05-07 22:19:32.454487,3,"I don't know.

Ding dong.

Homes.com.",03:22:00.000374,03:22:15.000389,COMMERCIAL,2,1,,
2680,7,743,2024-05-07 22:19:32.466607,3,,03:22:15.000390,03:22:30.000996,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2681,7,744,2024-05-07 22:19:32.480599,3,"

All major highways are currently closed. Worsening conditions have closed all the highways.

What do you want to do?

All right, let's do it the old-school",03:22:30.000997,03:22:46.000252,COMMERCIAL,2,1,,
2682,7,745,2024-05-07 22:19:32.502601,3,way. Let's go.I can't see anything.,03:22:46.000253,03:23:00.000959,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2683,7,746,2024-05-07 22:19:32.513508,3,"



They did a bad, bad thing. They did a bad, bad thing. ",03:23:00.000960,03:23:15.000451,COMMERCIAL,2,1,,
2684,7,747,2024-05-07 22:19:32.539306,3," They did a bad, bad thing.

Once the game ends, Tracker begins. Stick around for the series premiere of my new show, Tracker, right here on CBS.

Tracker premieres",03:23:15.000452,03:23:30.000154,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2685,7,748,2024-05-07 22:19:32.562415,3,"tonight immediately after Super Bowl 58 on CBS.

No one cares about me. So why should I care about myself?

I'm scared and hopeless.

Even when I'm with my friends, I feel alone.",03:23:30.000155,03:23:45.000609,COMMERCIAL,2,1,,
2686,7,749,2024-05-07 22:19:32.589449,3,"

I feel like a failure every day.

These are the stories of kids struggling with mental health. Anxiety affects nearly a third of them. That's why the NFL is working to give kids the tools to be stronger and more resilient.

Millions",03:23:45.000610,03:24:00.000097,COMMERCIAL,2,1,,
2687,7,750,2024-05-07 22:19:32.604357,3,"of kids feel alone. We can show them they aren't.

Well, coming up, the Verizon Super Bowl Post-Game Show. JB and the crew with all the highlights, their analysis",03:24:00.000098,03:24:15.000610,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,03:24:01.000000,2
2688,7,751,2024-05-07 22:19:32.621441,3,on this game that's coming down to the wire it appears. As well as the presentation of the Lombardi trophy and we'll find out who is Super Bowl 58's MVP. All coming up on the Verizon Super Bowl Post- Game Show.,03:24:15.000611,03:24:30.000428,SPORTS_BROADCASTING,0,0,,
2689,7,752,2024-05-07 22:19:32.640936,3,"Kansas City in the red zone today, one for four. The one play red zone touchdown pass to Valdes-Scandling. Oh, there we go.in action.It hits the goal post.",03:24:30.000429,03:24:45.000522,SPORTS_BROADCASTING,0,0,,
2690,7,753,2024-05-07 22:19:32.661842,3,"Two field goals, the one play touchdown and the fumble. That's all they've done in the red zone today.

Purdy and company come out for the biggest drive of his young career. Player who had his first career start",03:24:45.000523,03:25:00.000435,SPORTS_BROADCASTING,0,0,,
2691,7,754,2024-05-07 22:19:32.684958,3,"was versus Tom Brady. And now he finds himself with his first career Super Bowl versus Patrick Mahomes.

The pressure.

The ball is in his hands.

Wow. You dream of this as a kid. You got a shot to win a Super Bowl on a drive, Jim. Here it is. You've waited for this moment your whole life.",03:25:00.000436,03:25:15.000324,SPORTS_BROADCASTING,0,0,,
2692,7,755,2024-05-07 22:19:32.710936,3,"Calm down, take a breath,,just make it simple to start.

Up top right away. Throws it.

Whoa, Jennings!

What a game he's having. What a drive starter it is too.",03:25:15.000325,03:25:30.000307,SPORTS_BROADCASTING,0,0,,
2693,7,756,2024-05-07 22:19:32.726943,3,"

It's just an outstanding job. How aggressive coming right out. They play zone and Purdy lets it rip early. This is one of his great attributes. It's just the timing on his throws. His spatial awareness. Can't have a better start to a huge drive than that.",03:25:30.000308,03:25:45.000433,SPORTS_BROADCASTING,0,0,,
2694,7,757,2024-05-07 22:19:32.746457,3,"

By the way, Jennings joins Nick Foles as the only two players in Super Bowl history with a touchdown pass and a touchdown reception and a big play right there of 23 yards to get him near midfield.",03:25:45.000434,03:26:00.000260,SPORTS_BROADCASTING,0,0,,
2695,7,758,2024-05-07 22:19:32.769456,3,"

He's played the game of his life in some ways today.

First and 10. It's Deebo. Trying forthe defense. And they do. Picks up a big chunk play for about nine and a half yards.",03:26:00.000261,03:26:16.000675,SPORTS_BROADCASTING,0,0,,
2696,7,759,2024-05-07 22:19:32.790480,3,"

No one better at using your leverage against you. Make everyone think, pull the guard. We're going over there. And this is what happened to San Francisco. Detroit did a good job, the Lions. They have a bead on and Kyle Shanahan starting to get in the rhythm,",03:26:16.000676,03:26:30.000771,SPORTS_BROADCASTING,0,0,,
2697,7,760,2024-05-07 22:19:32.814485,3,"finding and understanding what Spagnuolo's doing.

We got a injured Kansas City player and it's Karlaftis.

They're tired right now, Jim. That last drive before,",03:26:30.000772,03:26:45.000418,SPORTS_BROADCASTING,0,0,,
2698,7,761,2024-05-07 22:19:32.831305,3,"that took a lot out of them over six minutes. It was like, it's been a long game. It's been a long season. You gotta give everything you got, but they don't rotate these guys in and out like other teams, right? Just,you gotta play the whole game and you gotta ask your superstars to step up.",03:26:45.000419,03:27:00.000379,SPORTS_BROADCASTING,0,0,,
2699,7,762,2024-05-07 22:19:32.852325,3,"

It's an injured hand for Karlaftis.

Look, the emotions every play now could win you a Super Bowl or lose you.",03:27:00.000380,03:27:15.000389,SPORTS_BROADCASTING,0,0,,
2700,7,763,2024-05-07 22:19:32.866302,3,"

He's gonna stay. He wants to stay, but he can't. He's gotta come out. They were examining",03:27:15.000390,03:27:30.000436,SPORTS_BROADCASTING,0,0,,
2701,7,764,2024-05-07 22:19:32.885306,3,"the ring finger for Karlaftis who already has one Super Bowl ring to put on that finger and would like to get a second one. And he'd like to get back on this field as soon as he can.

You know, when these two teams played",03:27:30.000437,03:27:45.000680,SPORTS_BROADCASTING,0,0,,
2702,7,765,2024-05-07 22:19:32.914212,3,"four years ago, Chris Jones was the only starter on this defense. They're very young.Not everyone has been a part of every huge moment, but they've got a lot of guys who do have experience in this moment.

Second and a foot.",03:27:45.000681,03:28:00.000426,SPORTS_BROADCASTING,0,0,,
2703,7,766,2024-05-07 22:19:32.935847,3," running. McCaffreywill pick it up with ease.Now, it's interesting to see how to use the clock.

This is why it's concerning about how tired because I mean, they are tired.",03:28:00.000427,03:28:15.000501,SPORTS_BROADCASTING,0,0,,
2704,7,767,2024-05-07 22:19:32.953741,3," This Chiefs defense, no matter how you slice it, played this whole game. It's the 56th play coming up and the last drive right before took a lot out of you, but this clock is ticking, ticking, ticking and at 40 yards if you can run the ball for five, six yards, Spagnuoloknows it.",03:28:15.000502,03:28:30.000260,SPORTS_BROADCASTING,0,0,,
2705,7,768,2024-05-07 22:19:32.974730,3,"He's gonna have to sell out at some point here, possibly give up a touchdown, but he has to get them behind the chains. He cannot let them run this ball for six, seven yards right now.

Oh, they got him. They know he's coming on the edge.",03:28:30.000261,03:28:45.000374,SPORTS_BROADCASTING,0,0,,
2706,7,769,2024-05-07 22:19:33.001842,3," Bolton.

First and 10. Theygo away from him and go to McCaffrey.Danna has him at the 35.

Spagnuolo's not going down without sending pressure.He knows he has Patrick Mahomes on the other side. His only",03:28:45.000375,03:29:00.000104,SPORTS_BROADCASTING,0,0,,
2707,7,770,2024-05-07 22:19:33.019865,3,"mistake is if he lets this clock be run out and does not allow him to get the ball back. So be aggressive, come after him. If they score, so be it. But I cannot let them nickel and dime me over and over again.

Remember, Kansas City has just",03:29:00.000105,03:29:15.000733,SPORTS_BROADCASTING,0,0,,
2708,7,771,2024-05-07 22:19:33.056991,3,"two time-outs.They took one in the third quarter at a point deep in their own territory.

And you want to give these guys a break almost right now.Just look at the manners. It is everything, but just look at how they get in their stance. It's hard.

Second and five.Purdyhas to load it. And that's McDuffie able to bring Kittle down right away. That was pressure from Bolton that broke up that play. Pick up a yard, that's all. Now you got a huge...",03:29:15.000734,03:29:45.000304,SPORTS_BROADCASTING,0,0,,
2709,7,772,2024-05-07 22:19:33.072111,3,"right there.

Look at this, McDuffie has to play the run. It's a great job by him to be able to make up that ground. That should have been an easy five yards. This is it right here. You talk about a third down for your life. I'd take it to the two-minute warning. I would not run this. I'd try and draw them offsides.",03:29:45.000305,03:30:01.000525,SPORTS_BROADCASTING,0,0,,
2710,7,773,2024-05-07 22:19:33.091088,3,"Pretend like you're running a play, but don't do it. Don'tjump offsides. Don't jump offsides, Kansas City.



Oh, that was close.",03:30:01.000526,03:30:15.000187,SPORTS_BROADCASTING,0,0,,
2711,7,774,2024-05-07 22:19:33.107986,3,"

That was Reid jumping up there. In fact, they do bring it to the two-minute warning. Well, this was lived up to all the hype. Two minutes to go with a tie game",03:30:15.000188,03:30:30.000397,SPORTS_BROADCASTING,0,0,,
2712,7,775,2024-05-07 22:19:33.132669,3,"and the Niners in field goal range at the least.

Sorry. Party's canceled. Waiting on the cable internet guy.



First, I had cable but those cords weren't me. I needed to find new wi-fi.

And he cried.

I didn't cry.

So he switched to T-Mobile home internet",03:30:30.000398,03:31:00.000386,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,03:30:31.000000,2
2713,7,776,2024-05-07 22:19:33.164739,3,"with 5G. It runs on their network. Just plug it in and you'll see.

What a feeling!

I have wi-fi now.

Can't stop streaming!

Have some wings to chow.",03:31:00.000387,03:31:15.000637,COMMERCIAL,2,1,,
2714,7,777,2024-05-07 22:19:33.178674,3,"



I need home internet from T-Mobile to fulfill my life, my life! Yeah. What's up?



We have T-Mobile now.",03:31:15.000638,03:31:30.000741,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2715,7,778,2024-05-07 22:19:33.215636,3,"

Party's back on.

Do it again with your shirt off. You guys are fine.

Enter this promo code here for a chance to win stuff from all of the ads. DoorDash-All-The-Ads-2024-PromoCode",03:31:30.000742,03:31:45.000274,COMMERCIAL,2,1,,
2716,7,779,2024-05-07 22:19:33.235161,3,- DoorDash can dash pretty much anything - A new Kia EV9 - Peanut butter M&amp;Ms - Dina Mita - Mountain Dew Baja Blast - BMW i5 - Popeye's Chicken - YouTube TV - Oreo - Dove - Live - Love - I am not going to read all of this.,03:31:45.000275,03:32:00.000347,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
2717,7,780,2024-05-07 22:19:33.265154,3,"It's a very long promo code. Just enter it at this website. Oh, and there's more.

It's that time again.

The Champions League.

This glass is sensational. We brought Las Vegas. It's the champion.",03:32:00.000348,03:32:30.000892,COMMERCIAL,2,1,,
2718,7,781,2024-05-07 22:19:33.284155,3,"

Don't miss the Bud Light post-game celebration coming up after the game featuring the trophy",03:32:30.000893,03:32:46.000092,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,03:32:31.000000,1
2719,7,782,2024-05-07 22:19:33.304155,3,presentation. We're coming out of the two minute warning. The Chiefs have two time-outs left. It's a third and five for San Francisco and a first down would mean they would come close to being able to run this down to the very end for a Moody kick to win it.,03:32:46.000093,03:33:00.000324,SPORTS_BROADCASTING,0,0,,
2720,7,783,2024-05-07 22:19:33.317180,3,"

We talk about the moments in your life you built for. This is called pressure at the highest level in sports right now for the playcaller who's thought of everything, studied. He wanted to have everything perfect. You got to put your brain in the mind of Steve Spagnuolo",03:33:00.000325,03:33:15.000590,SPORTS_BROADCASTING,0,0,,
2721,7,784,2024-05-07 22:19:33.331750,3,"and say, ""What is he going to do?"" His DNA is to come after you always in big moments. Make a play call for that.",03:33:15.000591,03:33:30.000513,SPORTS_BROADCASTING,0,0,,
2722,7,785,2024-05-07 22:19:33.349849,3,"

Play of the game. Third andlong four. And they blitzed and they forced the incompletion. McDuffie comes in on him and forces that incompletion.",03:33:30.000514,03:33:45.000462,SPORTS_BROADCASTING,0,0,,
2723,7,786,2024-05-07 22:19:33.364837,3,It never looked like pressure the whole time. At no point would you ever think it is. That's why you have to understand the DNA of that guy. I just know however they look Spagnuolo is not going down without bringing it and he does there,03:33:45.000463,03:34:00.000768,SPORTS_BROADCASTING,0,0,,
2724,7,787,2024-05-07 22:19:33.381836,3,"huge by McDuffie.

Now with the confidence has to be wavering after the missed PAT. They call on Moody for a 53-yard attempt for the lead.",03:34:00.000769,03:34:15.000297,SPORTS_BROADCASTING,0,0,,
2725,7,788,2024-05-07 22:19:33.402773,3," Moody's kick. Oh, it's good. All the way.

Brah, that wasincredibly clutch. Moody, who got a little exposed and had the",03:34:15.000298,03:34:30.000668,SPORTS_BROADCASTING,0,0,,
2726,7,789,2024-05-07 22:19:33.442495,3,"nerves with the low kick on the extra point comes up with the biggest kick in San Francisco, how long?

It's been a long time.

Thirty years.

I will know this.

Could be the kick to win the Super Bowl if their defense can hold on.",03:34:30.000669,03:34:45.000149,SPORTS_BROADCASTING,0,0,,
2727,7,790,2024-05-07 22:19:33.453499,3,"

You got a lot of time left for Mahomes and company, 1:53, but that was absolutely drilled.

What a perfect strike.

His coach at Michigan, Jim Harbaugh, used to call him Money Moody. A Michigan legend is what he called him.",03:34:45.000150,03:35:00.000741,SPORTS_BROADCASTING,0,0,,
2728,7,791,2024-05-07 22:19:33.480172,3,"And he was the earliest play kicker drafted since 2016 when the Niners took him at number 99. We've had a number 199 in the draft come up pretty big.

Yeah.

Right now we got a number 99 selection",03:35:00.000742,03:35:15.000366,SPORTS_BROADCASTING,0,0,,
2729,7,792,2024-05-07 22:19:33.499185,3,"that has given them the lead.

Yeah, that was a huge drive. Obviously, the tip ball at the end. They had a slant play on, maybe a possibility, but I don't think it would have for sure got a first down, but right there you give yourselves a chance. And Spagnuolo, he knows.",03:35:15.000367,03:35:30.000579,SPORTS_BROADCASTING,0,0,,
2730,7,793,2024-05-07 22:19:33.521289,3,"""I'm going to stop you here.You're going to create a big play,"" but Mahomes has to touch the ball and he gets an opportunity.

And a last moment bit of advice from his coordinator, Matt Nagy, the former Bears head coach who returned to Kansas City",03:35:30.000580,03:35:45.000276,SPORTS_BROADCASTING,0,0,,
2731,7,794,2024-05-07 22:19:33.542023,3," inthe coordinator role and that one is also good. Deep kick.So again, coming up the Verizon Super Bowl Post-Game Show. Our crew was standing by for their take on this",03:35:45.000277,03:36:00.000122,SPORTS_BROADCASTING,0,0,,
2732,7,795,2024-05-07 22:19:33.560029,3,"game. And so much of what they're going to talk about is going to be happening here in the last one minute and 53 seconds.

The last guy on earth, if you're a 49er fan, you want to walk on that field right now, who's playing. It's this guy right now with the Super Bowl on the line. You'd love to see",03:36:00.000123,03:36:15.000111,SPORTS_BROADCASTING,0,0,,
2733,7,796,2024-05-07 22:19:33.587013,3,"anybody else. Patrick Mahomes with the ball to win the Super Bowl.

It's Mahomes across the middle. Kelce. Kelce forges ahead. He's got11 and a first.

You think he's comfortable in this situation? He's showing it.

Thesetwo.",03:36:15.000112,03:36:30.000563,SPORTS_BROADCASTING,0,0,,
2734,7,797,2024-05-07 22:19:33.609018,3,"Be surprised if they combine a couple more times down the field.

They're coming after him. Able to escape and run toward the sideline and out of bounds at the 38.

Three is very different than four. To Jay's point earlier, how huge that extra point was.",03:36:30.000564,03:36:45.000882,SPORTS_BROADCASTING,0,0,,
2735,7,798,2024-05-07 22:19:33.621089,3," When you have to score a touchdown under two minutes, your mindset is completely different. And with two time-outs, you've got all the time in the world. You know you've got the safety net of the field goal. You can be aggressive but you don't have to push it. If it's not there, you can throw it away",03:36:45.000883,03:37:01.000023,SPORTS_BROADCASTING,0,0,,
2736,7,799,2024-05-07 22:19:33.637864,3,"or even chuck it down right now.

First play was not a first down. So now Mahomes has it with that little run right there. They markedKelce short of it. I didn't see it that way, but here is Gray. Gray running to the 49-yard line",03:37:01.000024,03:37:15.000423,SPORTS_BROADCASTING,0,0,,
2737,7,800,2024-05-07 22:19:33.661826,3,"

And there's a ton of time.And for me right now, that's what you do until the 50-yard line. Way too easy, but not really. You're not giving up a touchdown. It's really a cat and mouse game. How aggressive.See how deep these guys are, Jim.

First and 10. Throw, Watson.",03:37:15.000424,03:37:30.000142,SPORTS_BROADCASTING,0,0,,
2738,7,801,2024-05-07 22:19:33.675721,3," And you feelthe play and they're trying to strip it. He holds on and they're already basically in Butker range with a minute to go.

That's why you have all the time in the world. He knows that. The biggest thing is you can't give up these little throws. I'd be a little more aggressive, get one minute back",03:37:30.000143,03:37:45.000270,SPORTS_BROADCASTING,0,0,,
2739,7,802,2024-05-07 22:19:33.695821,3,"but play man to man. No. Good job.

Second and two and Mahomes on his back foot. Throws it in the direction of Watson.

You're not going to be a Brady or Mahomes giving up soft zones. He's going to",03:37:45.000271,03:38:00.000018,SPORTS_BROADCASTING,0,0,,
2740,7,803,2024-05-07 22:19:33.724832,3,"see them before you even decide to go there.You got to get up and trust your guys and hope they can handle the one on one matchup,

With a big call coming in from Steve Wilks. Got a third down.

Oh, man.

Third and two.

This is crazy.",03:38:00.000019,03:38:15.000597,SPORTS_BROADCASTING,0,0,,
2741,7,804,2024-05-07 22:19:33.744449,3,"There's so many permutations here, Jim. Do you go for it on the fourth? You got Butker. He can makeit, but it's a really long kick and it's the Super Bowl on the line.

It would be 61 from here. Third and two. Lasttime they did this",03:38:15.000598,03:38:30.000893,SPORTS_BROADCASTING,0,0,,
2742,7,805,2024-05-07 22:19:33.760499,3,"ended up sending one guy inside, one outside.

They're bringing it. Dump it off. McKinnon. McKinnon has the first down for the 49ers.

That should be a time-out. I can't see. What a play call. It was almost like they expected",03:38:30.000894,03:38:46.000006,SPORTS_BROADCASTING,0,0,,
2743,7,806,2024-05-07 22:19:33.780454,3,"to go against themselves in pressure. Just watch, you're gonna see the pressure on the outside. Well, when a guy pressures an area, Jim, you just throw it to that area, he leaves, and that's what they did with the screen.

So the Chiefs have one time-out remaining.",03:38:46.000007,03:39:01.000462,SPORTS_BROADCASTING,0,0,,
2744,7,807,2024-05-07 22:19:33.796436,3," All Purdy and McCaffrey can do is watch as Kansas City can either tie it and send it to overtime or the Chiefs can win it with a touchdown.

Right now, you know",03:39:01.000463,03:39:15.000649,SPORTS_BROADCASTING,0,0,,
2745,7,808,2024-05-07 22:19:33.818440,3,"you've got a field goal, right? Or at least you expect this great kicker to make it. So, you know that. So you don't put the ball in harm's way. You have a time-out, so you've got plenty of time. So you take whatever the defense gives you.

But if I'm on defense, Jim, at this point,",03:39:15.000650,03:39:30.000566,SPORTS_BROADCASTING,0,0,,
2746,7,809,2024-05-07 22:19:33.834198,3,"I'm not aggressive anymore. I'm actually protecting not the end zone right now, but I am allowing you to get a five-yard pass or a six-yard pass and let this thing trickle down while you're at the 20 for one shot at it, but do not allow",03:39:30.000567,03:39:45.000417,SPORTS_BROADCASTING,0,0,,
2747,7,810,2024-05-07 22:19:33.856190,3,"them to get a shot at the end zone or even something 20 yards off there.

Kelce in a slot to the right.They put a couple of seconds back on the clock, 40 seconds and one time-out for the Chiefs. Here's Mahomes. Gonna take off,",03:39:45.000418,03:40:00.000007,SPORTS_BROADCASTING,0,0,,
2748,7,811,2024-05-07 22:19:33.881198,3,"gonna take off and only get a move out to 33. Armstead got him.

This is really tough. I would actually spike this ball right now. Spike it. This clock is ticking.You're now gonna take a long time.

Pacheco late to get back to the line.",03:40:00.000008,03:40:15.000224,SPORTS_BROADCASTING,0,0,,
2749,7,812,2024-05-07 22:19:33.901199,3,"He's not gonna spike it. Gonna throw it away with 16 seconds.

If you spike it, you'd have another probably 15 seconds. To me, right there, at this time, I mean, that was a huge mistake by Mahomes to run that ball up the middle without knowing for sure you were going to get at least 10 yards because now you have one time-out.


You're not gonna allow them to get to the end zone. You're gonna allow them to have a kick at it. Protect the football, Mahomes. If you get some look",03:40:15.000225,03:40:45.000549,SPORTS_BROADCASTING,0,0,,
2750,7,813,2024-05-07 22:19:33.916320,3,"on the sideline on a deep out, Jim, something that has him go up and out. Somebody out here, put a guy in the flat. Flat, read high, low. Boom. Boom.

Third and seven. Kelce, who else? Taking off inside",03:40:45.000550,03:41:01.000177,SPORTS_BROADCASTING,0,0,,
2751,7,814,2024-05-07 22:19:33.936585,3,"the 20 down to the 10-yard line with nine seconds to go.And we got an injured defender.

This was on the best linebacker, one of them in the game,",03:41:01.000178,03:41:15.000238,SPORTS_BROADCASTING,0,0,,
2752,7,815,2024-05-07 22:19:33.951704,3,"watch the move outside and in. He pretended to go in first which made Warner feel like he's coming back out. Travis Kelce has put this team on his back with huge plays in the playoffs. None bigger than this one and his speed, he's incredible, Jim.",03:41:15.000239,03:41:31.000157,SPORTS_BROADCASTING,0,0,,
2753,7,816,2024-05-07 22:19:33.971567,3,"

Picks up 22 yards. The ball was spotted at the 11.You still have Brown down. Ji'Ayir Brown is down. You've still got a play, maybe even two cracks at the end zone now, with the time-out. There's so many permutations here.",03:41:31.000158,03:41:45.000496,SPORTS_BROADCASTING,0,0,,
